X249.25	X248.21	X243.8	X238.44	X237.61	X235.4	X234.37	X233.37	X231.12	X227.1	X222.81	X220.27	X220.12	X219.8	X213.23	X212.44	X211.04	X210.12	X209.09	X208.24	X207.05	X206.13	X205.23	X204.62	X203.28	X202.07	X199.11	X198.99	X198.47	X197.79	X197.22	X194.61	X193.58	X192.8	X192.19	X186.54	X184.54	X183.86	X175.33	X174.51	X173.25	X172.36	X169.98	X166.09	X162.64	X160.5	X159.91	X157.63	X155.31	X154.67	X153.95	X153.52	X153.15	X150.18	X148.57	X147.93	X140.77	X140.29	X137.83	X137.25	X134.45	X133.81	X129.96	X122.98	X119.95	X113.18	X111.08	X110.05	X109.03	X100.23	X100.08	X100	X398.47	X388.09	X387.4	X386.94	X385.75	X381.31	X377.07	X371.15	X369.97	X364.11	X359.48	X355.22	X352.36	X351.59	X349.06	X348.06	X344.14	X335.31	X332.69	X331.68	X322.65	X318.5	X317.44	X316.13	X311.36	X310.13	X309.01	X308.04	X307.21	X304.98	X303.46	X302.32	X301.13	X298.2	X295.84	X295.11	X293.46	X287.92	X284.34	X283.31	X282.31	X281.28	X280.34	X279.27	X277.86	X276.51	X274.94	X273.98	X272.97	X272.25	X271.22	X267.33	X265.5	X264.93	X264.59	X263.33	X262.39	X261.5	X260.65	X259.31	X256.2	X255.71	X255.19	X252.04	X251.24	X248.63	X247.48	X246.4	X245.13	X244.24	X243.3	X241.25	X237.96.1	X236.92	X234.9	X227.23	X226.08	X225.06	X224.48	X221.94	X220.9	X219.25	X217.86	X215.74	X214.89	X211.75	X209.37	X207.4	X205.68	X204.76	X203.93	X203.45	X202.85	X200.87	X200.47	X200.21	X199.14	X197.33	X196.16	X194.87	X193.64	X192.66	X190.49	X187.84	X186.68	X185.62	X182.88	X182.06	X178.46	X176.01	X175.41	X174.23	X173.26	X172.67	X171.89	X170.87	X167.3	X162.06	X159.6	X159.19	X158.73	X158.24	X156.14	X154.96	X154.47	X153.76	X149.73	X144.05	X140.3	X139.9	X139.21	X137.1	X136.58	X135.93.1	X135.34	X134.6	X132.87	X129.31	X128.25	X125.44	X124.48	X123.63	X121.21	X120.22	X118.16	X115.29	X114.83	X113.8	X112.79	X110.73	X110.27	X109.76	X108.61	X107.78	X105.02	X100.78	X100.1
Wheat	0.818181818181818	0.272727272727273	0.909090909090909	0.878787878787879	0.727272727272727	0.696969696969697	0.96969696969697	0.848484848484849	0.242424242424242	0.666666666666667	0.909090909090909	0.272727272727273	0.212121212121212	0.757575757575758	0.636363636363636	0.424242424242424	0.909090909090909	0.242424242424242	0.636363636363636	0.363636363636364	0.757575757575758	0.727272727272727	0.333333333333333	0.424242424242424	0.333333333333333	0.727272727272727	0.242424242424242	0.181818181818182	0.848484848484849	0.848484848484849	0.696969696969697	0.393939393939394	0.696969696969697	0.757575757575758	0.393939393939394	0.878787878787879	0.848484848484849	0.909090909090909	0.545454545454545	0.272727272727273	0.545454545454545	0.484848484848485	0.96969696969697	0.818181818181818	0.96969696969697	0.393939393939394	0.454545454545455	0.212121212121212	0.575757575757576	1	0.545454545454545	0.545454545454545	0.151515151515152	1	1	1	0.696969696969697	0.151515151515152	0.939393939393939	0.303030303030303	0.545454545454545	0.151515151515152	0.848484848484849	0.575757575757576	1	0.424242424242424	0.96969696969697	0.272727272727273	0.787878787878788	0.303030303030303	0.212121212121212	0.151515151515152	0.181818181818182	1	0.636363636363636	0.363636363636364	0.96969696969697	0.393939393939394	0.939393939393939	0.575757575757576	1	0.575757575757576	1	0.212121212121212	0.212121212121212	0.96969696969697	0.212121212121212	0.333333333333333	0.151515151515152	1	0.939393939393939	0.636363636363636	0.333333333333333	0.96969696969697	0.545454545454545	1	0.848484848484849	0.939393939393939	1	0.96969696969697	0.727272727272727	1	0.575757575757576	0.424242424242424	1	0.272727272727273	0.636363636363636	0.96969696969697	0.575757575757576	0.393939393939394	1	0.939393939393939	0.212121212121212	0.96969696969697	0.96969696969697	0.96969696969697	0.96969696969697	0.939393939393939	1	0.151515151515152	0.363636363636364	1	1	0.909090909090909	0.363636363636364	0.96969696969697	0.96969696969697	0.333333333333333	0.848484848484849	0.545454545454545	0.666666666666667	0.484848484848485	1	1	1	1	0.545454545454545	1	1	1	0.96969696969697	0.818181818181818	1	0.242424242424242	0.545454545454545	0.484848484848485	0.939393939393939	0.909090909090909	0.96969696969697	0.757575757575758	1	0.96969696969697	0.878787878787879	0.606060606060606	0.333333333333333	0.909090909090909	0.666666666666667	0.878787878787879	0.575757575757576	0.96969696969697	1	0.606060606060606	0.696969696969697	0.545454545454545	0.787878787878788	0.333333333333333	0.575757575757576	0.878787878787879	0.96969696969697	1	0.96969696969697	0.333333333333333	0.96969696969697	0.909090909090909	0.909090909090909	1	0.666666666666667	0.939393939393939	1	1	0.909090909090909	0.96969696969697	0.939393939393939	0.939393939393939	0.848484848484849	0.212121212121212	0.878787878787879	1	0.818181818181818	1	1	1	1	0.575757575757576	0.96969696969697	0.878787878787879	0.212121212121212	0.878787878787879	0.515151515151515	0.939393939393939	0.96969696969697	0.939393939393939	0.242424242424242	1	0.939393939393939	0.909090909090909	1	0.878787878787879	0.151515151515152	0.878787878787879	0.393939393939394	0.454545454545455	1	0.96969696969697	0.96969696969697	0.96969696969697	0.545454545454545	0.303030303030303	0.484848484848485	0.606060606060606	0.303030303030303	1	0.696969696969697	1	0.696969696969697	0.96969696969697	0.393939393939394	0.484848484848485	1
731227	0	0.176470588235294	0.705882352941177	0	0	0	0.823529411764706	0	0	0.117647058823529	0	0	0	0.0588235294117647	0	0	0	0	0	0	0.411764705882353	0	0	0	0	0	0	0	0.0588235294117647	0.823529411764706	0.882352941176471	0.0588235294117647	0	0.411764705882353	0	0.117647058823529	0.235294117647059	0.941176470588235	0	0	0	0	0.235294117647059	0	0	0	0	0	0	0.176470588235294	0	0	0	0.117647058823529	0.294117647058824	0.588235294117647	0	0	0	0	0	0	0	0	0.588235294117647	0	0	0	0.352941176470588	0	0	0	0	0	0	0	0.705882352941177	0.0588235294117647	0	0.352941176470588	0.294117647058824	0	0	0	0.0588235294117647	0	0	0	0	0	0	0.0588235294117647	0	0.705882352941177	0	0	0	0.529411764705882	0	0.235294117647059	0.176470588235294	1	0.235294117647059	0	0.647058823529412	0	0	0.411764705882353	0	0	0	0.294117647058824	0	0	0.705882352941177	0	0	0.294117647058824	0.647058823529412	0	0.117647058823529	0.294117647058824	0.529411764705882	0	0	0.117647058823529	0	0	0.117647058823529	0	0.176470588235294	0.0588235294117647	0	0	0	0	0	0.0588235294117647	0.117647058823529	0	0.117647058823529	0.176470588235294	0.411764705882353	0.0588235294117647	0	0	0	0.411764705882353	0.352941176470588	0.0588235294117647	0.823529411764706	0.117647058823529	0.588235294117647	0	0.0588235294117647	0.0588235294117647	0.235294117647059	0.352941176470588	0	0	0	0.352941176470588	0.235294117647059	0	0.0588235294117647	0	0	0	0.529411764705882	0.352941176470588	0.176470588235294	0.117647058823529	0.294117647058824	0.176470588235294	0.647058823529412	0.764705882352941	0	0.529411764705882	0.588235294117647	0	0.352941176470588	0.647058823529412	0.352941176470588	0.176470588235294	0.235294117647059	0	0	0.470588235294118	0	0.941176470588235	0.529411764705882	0	0.941176470588235	0.117647058823529	0.294117647058824	0	0	0	0	0	0	0	0	0.764705882352941	0.764705882352941	0.294117647058824	0	0.470588235294118	0	0	0.0588235294117647	0.117647058823529	0.0588235294117647	0.294117647058824	0	0.588235294117647	0.117647058823529	0.0588235294117647	0.235294117647059	0.470588235294118	0	0.882352941176471	0	0	0.0588235294117647	0.823529411764706	0	0.588235294117647	0.470588235294118
753210	0.0769230769230769	0.0769230769230769	0.846153846153846	0	0.230769230769231	0	0.615384615384615	0	0	0	0	0	0	0.538461538461538	0.0769230769230769	0	0	0	0	0.0769230769230769	0.384615384615385	0.0769230769230769	0.0769230769230769	0	0.153846153846154	0	0	0	0	0.692307692307692	0.384615384615385	0.307692307692308	0	0.0769230769230769	0	0.230769230769231	0.384615384615385	0.538461538461538	0	0	0	0.0769230769230769	0.692307692307692	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0.384615384615385	0.769230769230769	0	0	0	0	0	0	0	0.384615384615385	0.615384615384615	0	0.153846153846154	0	0.769230769230769	0.153846153846154	0	0	0	0	0	0	0.384615384615385	0.0769230769230769	0	0.307692307692308	0.384615384615385	0	0	0	0	0.0769230769230769	0	0.153846153846154	0	0	0	0.307692307692308	0	0.538461538461538	0	0	0	0.153846153846154	0	0.615384615384615	0	0.615384615384615	0.0769230769230769	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0.615384615384615	0	0	0	0.230769230769231	0	0	0.0769230769230769	0.846153846153846	0	0	0	0	0	0.0769230769230769	0	0.0769230769230769	0	0	0	0	0	0.153846153846154	0.384615384615385	0.0769230769230769	0.153846153846154	0	0.0769230769230769	0.230769230769231	0	0.230769230769231	0	0	0.615384615384615	0.384615384615385	0.0769230769230769	0.769230769230769	0.384615384615385	0.153846153846154	0	0	0.153846153846154	0.0769230769230769	0.230769230769231	0	0	0.307692307692308	0.230769230769231	0.0769230769230769	0	0	0	0	0	0.384615384615385	0	0	0.230769230769231	0.153846153846154	0.153846153846154	0.0769230769230769	0.615384615384615	0.0769230769230769	0.538461538461538	0.769230769230769	0.0769230769230769	0.538461538461538	0.384615384615385	0.769230769230769	0.0769230769230769	0.461538461538462	0	0	0.615384615384615	0	0.461538461538462	0.769230769230769	0	0.846153846153846	0.153846153846154	0.461538461538462	0	0	0	0	0	0	0	0	0.923076923076923	0.153846153846154	0.461538461538462	0	0.0769230769230769	0	0	0.0769230769230769	0	0.0769230769230769	0.307692307692308	0	0.384615384615385	0.0769230769230769	0.0769230769230769	0.307692307692308	0.307692307692308	0	1	0	0	0	0.692307692307692	0	0.153846153846154	0.307692307692308
759205	0.0714285714285714	0.0714285714285714	0.285714285714286	0	0.142857142857143	0	0.857142857142857	0	0.0714285714285714	0	0.0714285714285714	0.142857142857143	0	0.642857142857143	0	0.0714285714285714	0	0	0	0.142857142857143	0.285714285714286	0	0	0	0	0	0	0	0	0.857142857142857	0.285714285714286	0	0	0.428571428571429	0	0	0.357142857142857	0.928571428571429	0	0.0714285714285714	0	0	0.928571428571429	0	0.0714285714285714	0	0	0	0	0.214285714285714	0	0	0	0.357142857142857	0.571428571428571	0.714285714285714	0	0	0	0	0	0	0	0	0.928571428571429	0	0.642857142857143	0	0.857142857142857	0.0714285714285714	0	0	0	0	0	0	0.642857142857143	0.0714285714285714	0	0.5	0.5	0.0714285714285714	0	0	0	0.0714285714285714	0	0	0	0	0.142857142857143	0.142857142857143	0	0.714285714285714	0	0	0	0.785714285714286	0	0.142857142857143	0.714285714285714	0.785714285714286	0.428571428571429	0	0.428571428571429	0.0714285714285714	0	0.142857142857143	0	0	0	0.357142857142857	0	0	0.785714285714286	0	0	0.285714285714286	0.571428571428571	0	0	0.0714285714285714	0.928571428571429	0.214285714285714	0	0	0	0	0.0714285714285714	0	0	0	0.0714285714285714	0.0714285714285714	0	0	0.0714285714285714	0.642857142857143	0.214285714285714	0	0.0714285714285714	0.0714285714285714	0.571428571428571	0	0.214285714285714	0	0	0.142857142857143	0.5	0.285714285714286	0.928571428571429	0.0714285714285714	0.714285714285714	0	0.0714285714285714	0	0.5	0.214285714285714	0	0	0.0714285714285714	0.285714285714286	0.285714285714286	0.0714285714285714	0	0	0	0	0.428571428571429	0.142857142857143	0	0	0.214285714285714	0.5	0.5	0.357142857142857	0.142857142857143	0.857142857142857	0.928571428571429	0	0.5	0.571428571428571	0.428571428571429	0	0.357142857142857	0	0	0.714285714285714	0	0.785714285714286	0.428571428571429	0.0714285714285714	0.785714285714286	0.0714285714285714	0.928571428571429	0	0	0	0	0	0	0	0	0.357142857142857	1	0.142857142857143	0	0.357142857142857	0	0	0	0.142857142857143	0	0.5	0	0.285714285714286	0.142857142857143	0.214285714285714	0.571428571428571	0.428571428571429	0	0.857142857142857	0	0	0	0.571428571428571	0	0.571428571428571	0.5
764152	0	0	0.5	0.666666666666667	0.166666666666667	0	1	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.5	0	0.166666666666667	0	0.166666666666667	0	0	0	0.333333333333333	0.166666666666667	0	0	0	0.5	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.333333333333333	0.666666666666667	0	0	0	0	0	0	0	0	0.166666666666667	0.666666666666667	0.333333333333333	0	0	0.166666666666667	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	1	0.166666666666667	1	0	0	0.833333333333333	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0.833333333333333	0	0.166666666666667	0	1	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0	0	0.166666666666667	0.333333333333333	0	0.166666666666667	0	0	0	0.666666666666667	0	1	1	0	0	0.166666666666667	0	0.333333333333333	0.5	0	0	0.166666666666667	0.5	0.166666666666667	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0.333333333333333	0.5	0.333333333333333	0	0.333333333333333	0	0.5	0.666666666666667	0	0.166666666666667	1	0.166666666666667	0.333333333333333	0	0	0	0.666666666666667	0	0.666666666666667	0.833333333333333	0.166666666666667	1	0.5	1	0	0	0	0	0	0	0	0	1	0	0.5	0	0	0	0	0	0	1	0.833333333333333	0	1	0	0	0.166666666666667	0.5	0	0.833333333333333	0	0.166666666666667	0	0.5	0	0	1
777626	0.0714285714285714	0.0714285714285714	0.357142857142857	0.5	0	0	0.928571428571429	0.142857142857143	0	0.214285714285714	0	0	0	0.928571428571429	0	0	0.214285714285714	0	0	0	0.142857142857143	0.142857142857143	0	0	0	0	0	0	0.142857142857143	0.428571428571429	0.0714285714285714	0.142857142857143	0	0.5	0	0.214285714285714	0.357142857142857	0.285714285714286	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0.428571428571429	0.285714285714286	0.857142857142857	0	0	0	0	0	0	0	0	0.428571428571429	0	0.214285714285714	0	0	0	0	0	0	0	0	0	0.928571428571429	0	0	0.285714285714286	0	0	0	0	0.0714285714285714	0	0	0	0	0	0.714285714285714	0	0	0.785714285714286	0.285714285714286	0	0	0.857142857142857	0	0	0.714285714285714	0.785714285714286	0.285714285714286	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0.571428571428571	0	0	0.0714285714285714	0.214285714285714	0	0	0	0.857142857142857	0.0714285714285714	0	0	0	0	0.0714285714285714	0	0	0.214285714285714	0.0714285714285714	0.0714285714285714	0	0	0	0.0714285714285714	0.285714285714286	0.0714285714285714	0.0714285714285714	0.0714285714285714	0.357142857142857	0	0.428571428571429	0	0	0.571428571428571	0.285714285714286	0.142857142857143	0.785714285714286	0.214285714285714	0.214285714285714	0	0	0	0.214285714285714	0.214285714285714	0	0	0.5	0.571428571428571	0.285714285714286	0	0.357142857142857	0	0	0	0.857142857142857	0.285714285714286	0	0.142857142857143	0.214285714285714	0.571428571428571	0	0.285714285714286	0	0.714285714285714	0.785714285714286	0	0.5	0.142857142857143	0.714285714285714	0.142857142857143	0.714285714285714	0	0	0.428571428571429	0	1	0.642857142857143	0.0714285714285714	0.785714285714286	0.0714285714285714	0.428571428571429	0	0	0	0	0	0	0	0	1	0	0.928571428571429	0	0.785714285714286	0	0	0	0	1	0.857142857142857	0	0.785714285714286	0	0.285714285714286	0	0.0714285714285714	0	0.857142857142857	0	0	0	0.785714285714286	0	0.785714285714286	0.285714285714286
778180	0	0.0769230769230769	0.615384615384615	0.230769230769231	0.0769230769230769	0	0.923076923076923	0.153846153846154	0	0	0	0	0	0.538461538461538	0	0	0.0769230769230769	0	0	0	0.615384615384615	0	0.0769230769230769	0	0.0769230769230769	0	0	0	0.153846153846154	0.384615384615385	0.153846153846154	0	0	0.230769230769231	0	0	0.230769230769231	0.307692307692308	0	0	0	0.461538461538462	0.615384615384615	0	0	0	0	0	0	0.384615384615385	0	0	0	0.384615384615385	0.0769230769230769	0.615384615384615	0	0	0	0	0	0	0	0.153846153846154	0.923076923076923	0.384615384615385	0.307692307692308	0	0.846153846153846	0	0	0	0	0	0	0	0.846153846153846	0	0.461538461538462	0.461538461538462	0.692307692307692	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0.307692307692308	0	0	0	0.384615384615385	0	0.0769230769230769	0.307692307692308	0.615384615384615	0.153846153846154	0	0.230769230769231	0	0	0.230769230769231	0	0	0	0.0769230769230769	0	0	0.692307692307692	0	0	0	0.230769230769231	0	0.153846153846154	0.846153846153846	0	0	0	0.153846153846154	0	0	0.384615384615385	0	0.0769230769230769	0	0	0	0	0	0	0.538461538461538	0.230769230769231	0	0	0.230769230769231	0.230769230769231	0.0769230769230769	0	0	0	0	0.769230769230769	0.153846153846154	0.923076923076923	0	0.307692307692308	0	0	0	0.0769230769230769	0.0769230769230769	0	0.153846153846154	0.0769230769230769	0.384615384615385	0.0769230769230769	0	0	0	0	0	0.461538461538462	0.153846153846154	0	0	0.461538461538462	0.384615384615385	0.384615384615385	0.384615384615385	0	0.615384615384615	0.923076923076923	0.153846153846154	0.307692307692308	0.384615384615385	0.461538461538462	0	0	0	0	0.846153846153846	0	1	0.230769230769231	0.0769230769230769	0.615384615384615	0.0769230769230769	0.384615384615385	0	0	0	0	0	0	0	0	1	0	0.846153846153846	0	0.461538461538462	0	0	0.153846153846154	0	0	0.692307692307692	0	0.461538461538462	0.538461538461538	0.307692307692308	0.461538461538462	0.769230769230769	0	1	0	0	0	0.846153846153846	0	0.0769230769230769	0.846153846153846
780518	0.0666666666666667	0.0666666666666667	0.666666666666667	0.266666666666667	0.333333333333333	0	0.733333333333333	0.0666666666666667	0.0666666666666667	0.266666666666667	0.0666666666666667	0	0	0	0	0	0	0	0	0	0.466666666666667	0.0666666666666667	0.0666666666666667	0	0.0666666666666667	0	0	0	0.466666666666667	0.733333333333333	0.466666666666667	0.133333333333333	0	0.2	0	0.0666666666666667	0.266666666666667	0.933333333333333	0	0	0	0	0.266666666666667	0	0	0	0	0	0	0.533333333333333	0	0	0	0.466666666666667	0.533333333333333	0.8	0	0	0	0	0	0	0	0.0666666666666667	0.266666666666667	0.0666666666666667	0.8	0	0.666666666666667	0	0	0	0	0	0	0	0.933333333333333	0.133333333333333	0	0.4	0.2	0	0	0	0	0	0	0.0666666666666667	0	0	0.0666666666666667	0.133333333333333	0	0.933333333333333	0	0	0	0.6	0	0.8	0	0.666666666666667	0.133333333333333	0	0.0666666666666667	0	0	0.2	0	0	0	0.0666666666666667	0	0	0.8	0	0	0.2	0.4	0	0.0666666666666667	0.2	0.666666666666667	0.2	0	0.4	0	0	0.4	0	0.0666666666666667	0	0	0	0	0	0	0.133333333333333	0	0	0	0	0.666666666666667	0	0	0	0.2	0	0.733333333333333	0.133333333333333	1	0.2	0.666666666666667	0	0.0666666666666667	0	0.2	0.4	0	0	0.0666666666666667	0	0.133333333333333	0	0	0.2	0	0	0.533333333333333	0.266666666666667	0	0.133333333333333	0.2	0.333333333333333	0.0666666666666667	0.2	0.333333333333333	1	0.6	0	0.0666666666666667	0.666666666666667	0.266666666666667	0.333333333333333	0.0666666666666667	0	0	0.533333333333333	0	0.933333333333333	0.4	0.133333333333333	0.733333333333333	0.133333333333333	1	0	0	0	0	0	0	0	0	0.466666666666667	0.933333333333333	0.0666666666666667	0	0.0666666666666667	0	0	0	0	0.2	0.4	0	0.4	0.266666666666667	0	0.533333333333333	0.533333333333333	0	0.866666666666667	0	0	0	0.666666666666667	0	0	0.333333333333333
784147	0.0833333333333333	0.25	0.416666666666667	0.0833333333333333	0.333333333333333	0	0.916666666666667	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0.166666666666667	0.583333333333333	0.416666666666667	0	0	0.25	0	0	0.333333333333333	1	0	0	0	0	1	0	0.166666666666667	0	0	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0.5	0	0	0	0	0	0	0	0.0833333333333333	0.916666666666667	0.5	0.416666666666667	0	0.666666666666667	0.0833333333333333	0	0	0	0	0	0	1	0.0833333333333333	0	0.166666666666667	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	1	0	0	0	0.416666666666667	0	0.666666666666667	0.333333333333333	0.833333333333333	0	0	0.333333333333333	0	0	0	0	0	0	0.0833333333333333	0	0	0.583333333333333	0	0	0.0833333333333333	0.5	0	0.25	0.666666666666667	0.333333333333333	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.75	0	0.666666666666667	0	0.666666666666667	0.166666666666667	0.583333333333333	0	0.666666666666667	0.583333333333333	0	0	0	0	0.166666666666667	0.166666666666667	0	0	0.666666666666667	0.916666666666667	0.333333333333333	0	0.0833333333333333	0	0	0	0.75	0	0	0	0.333333333333333	0.5	0.25	0.416666666666667	0.333333333333333	0.666666666666667	0.833333333333333	0	0.5	0.583333333333333	0.583333333333333	0	0	0	0	0.75	0	1	0.333333333333333	0	0.583333333333333	0	0.333333333333333	0	0	0	0	0	0	0	0	1	0	1	0	0.666666666666667	0	0	0.0833333333333333	0	0	0.583333333333333	0	0.666666666666667	0.833333333333333	0.25	0.333333333333333	0.25	0.0833333333333333	0.833333333333333	0	0	0	0.833333333333333	0	0	0.416666666666667
794150	0.0769230769230769	0	0.615384615384615	0	0.692307692307692	0	1	0.153846153846154	0	0.230769230769231	0.0769230769230769	0	0.0769230769230769	0.692307692307692	0	0	0	0	0	0.153846153846154	0.538461538461538	0	0.0769230769230769	0	0	0	0	0	0.461538461538462	0.538461538461538	0.153846153846154	0	0	0.692307692307692	0	0	0.384615384615385	0.230769230769231	0	0	0	0.0769230769230769	0.769230769230769	0	0.0769230769230769	0	0.0769230769230769	0	0	0.461538461538462	0	0	0	0.615384615384615	0.384615384615385	0.615384615384615	0	0	0	0	0	0	0	0	0.538461538461538	0.153846153846154	0.307692307692308	0	0.461538461538462	0	0	0	0	0	0	0	0.923076923076923	0.153846153846154	0.0769230769230769	0.307692307692308	0.692307692307692	0.0769230769230769	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0.692307692307692	0.0769230769230769	0	0	0.538461538461538	0	0.307692307692308	0.538461538461538	0.692307692307692	0.307692307692308	0	0.615384615384615	0	0	0.153846153846154	0	0	0	0	0	0	0.692307692307692	0	0	0.153846153846154	0.692307692307692	0	0.0769230769230769	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0.0769230769230769	0	0	0.153846153846154	0.615384615384615	0	0	0	0	0.384615384615385	0.538461538461538	0	1	0.153846153846154	0.846153846153846	0	0	0.0769230769230769	0.153846153846154	0.384615384615385	0	0.461538461538462	0.153846153846154	0.384615384615385	0.153846153846154	0	0.0769230769230769	0	0	0	0.769230769230769	0	0	0	0.384615384615385	0.230769230769231	0.0769230769230769	0.153846153846154	0.538461538461538	1	0.769230769230769	0	0.230769230769231	0.307692307692308	0.769230769230769	0.230769230769231	0	0	0	0.923076923076923	0	0.538461538461538	0.538461538461538	0	0.846153846153846	0	0.923076923076923	0	0	0	0	0	0	0	0	0.461538461538462	0.846153846153846	0.230769230769231	0	0.769230769230769	0	0	0	0	0.0769230769230769	0.384615384615385	0	0.461538461538462	0.307692307692308	0	0.384615384615385	0.538461538461538	0	0.846153846153846	0	0	0.0769230769230769	0.923076923076923	0	0	1
